vocabJapan,vocabKana,vocabTranslation,partOfSpeech,vocabFurigana,sentenceJapanese,sentenceTranslation,sentenceFurigana,notesKanjified,vocabPitch
末期,まっき,closing years; final stage,,末期[まっき],20世紀末期はIT革命の時代だった,The end of the 20th century was the time of the IT revolution.,20 世紀[せいき]<b> 末期[まっき]</b>は IT 革命[かくめい]の 時代[じだい]だった,末期,1
夏期,かき,summer; summertime,,夏期[かき],夏期講習に申し込んだ,I applied for the summer course.,<b>夏期[かき]</b> 講習[こうしゅう]に 申し込[もうしこ]んだ,夏期,1
雨期,うき,rainy season,,雨期[うき],日本の雨期は六月頃です。,The Japanese rainy season is around June.,日本[にほん]の<b> 雨期[うき]</b>は 六月[ろくがつ] 頃[ごろ]です。,雨期,1
最期,さいご,one's last moments,,最期[さいご],ナポレオンの最期はさみしいものだった,Napoleon's death was a lonely one.,ナポレオンの<b> 最期[さいご]</b>はさみしいものだった,最期,1
最大限,さいだいげん,greatest; maximum,,最大限[さいだいげん],私は最大限の努力をしたつもりです,I intended to make the maximum effort.,私[わたし]は<b> 最大限[さいだいげん]</b>の 努力[どりょく]をしたつもりです,最大限,3
最小限,さいしょうげん,minimum,,最小限[さいしょうげん],旅行の荷物は最小限にしなさい,Travel as light as possible.,旅行[りょこう]の 荷物[にもつ]は<b> 最小限[さいしょうげん]</b>にしなさい,最小限,3
無期限,むきげん,indefinite,,無期限[むきげん],組合は無期限のストに突入した,The union entered into an indefinite strike.,組合[くみあい]は<b> 無[む] 期限[きげん]</b>のストに 突入[とつにゅう]した,無期限,2
急性,きゅうせい,acute,,急性[きゅうせい],彼は急性アルコール中毒になってしまった,He has acute alcoholism.,彼[かれ]は<b> 急性[きゅうせい]</b>アルコール 中毒[ちゅうどく]になってしまった,急性,0
切り,きり,bounds; limits,,切り[きり],切りがいいので今日の仕事はここまでにしましょう,"This is a good point to stop, so let's finish work here for today.",<b>切[き]り</b>がいいので 今日[きょう]の 仕事[しごと]はここまでにしましょう,切り,
切ない,せつない,painful; trying,,切ない[せつない],彼との幸せな日々を思い出すと切なかった,It was painful to remember happier times with him.,彼[かれ]との 幸[しあわ]せな 日々[ひび]を 思い出[おもいだ]すと<b> 切[せつ]なか</b>った,切ない,3
インフルエンザ,いんへるえんざ,influenza; the flu,,インフルエンザ[いんへるえんざ],最近インフルエンザが流行っている,The flu is going around at the moment.,最近[さいきん]<b>インフルエンザ</b>が 流行[はや]っている,インフルエンザ,5
符号,ふごう,mark; sign,,符号[ふごう],「+」は正の符号です,&quot;+&quot; is a positive sign.,「+」は 正[せい]の<b> 符号[ふごう]</b>です,符号,0
賃貸,ちんたい,hiring out; lease,,賃貸[ちんたい],彼は賃貸マンションに住んでいます,He lives in a rented apartment.,彼[かれ]は<b> 賃貸[ちんたい]</b>マンションに 住[す]んでいます,賃貸,0
賃金,ちんぎん,pay; wages,,賃金[ちんぎん],彼は最低賃金しか稼いでいない,He only earns the minimum wage.,彼[かれ]は 最低[さいてい]<b> 賃金[ちんぎん]</b>しか 稼[かせ]いでいない,賃金,1
代理,だいり,agency; representation,,代理[だいり],私は社長の代理でその会議に出た,I attended the conference in place of the president.,私[わたし]は 社長[しゃちょう]の<b> 代理[だいり]</b>でその 会議[かいぎ]に 出[で]た,代理,0
代行,だいこう,agent; proxy,,代行[だいこう],彼が社長代行を務めた,He stood in for the president.,彼[かれ]が 社長[しゃちょう]<b> 代行[だいこう]</b>を 務[つと]めた,代行,0
代用,だいよう,substitute,,代用[だいよう],鍋が無いのでフライパンで代用した,I had no saucepan so I used a frying-pan instead.,鍋[なべ]が 無[な]いのでフライパンで<b> 代用[だいよう]</b>した,代用,0
代代,だいだい,generation after generation,,代代[だいだい],郷里に先祖代代の墓がある,In my hometown there are graves going back many generations.,郷里[きょうり]に 先祖[せんぞ]<b> 代代[だいだい]</b>の 墓[はか]がある,代代,1
限定,げんてい,limitation,,限定[げんてい],参加者は会員に限定されています,The participants are restricted to members of the association.,参加[さんか] 者[しゃ]は 会員[かいいん]に<b> 限定[げんてい]</b>されています,限定,0
制定,せいてい,enactment,,制定[せいてい],新しい法律が今日制定されました,A new law was enacted today.,新[あたら]しい 法律[ほうりつ]が 今日[きょう]<b> 制定[せいてい]</b>されました,制定,0
予告,よこく,advance notice,,予告[よこく],映画の予告を見るのが好きです,I like to see movie previews.,映画[えいが]の<b> 予告[よこく]</b>を 見[み]るのが 好[す]きです,予告,0
予て,かねて,already; lately,,予て[かねて],かねてから予定していた長期休暇を取った,I took the long vacation that I had been planning for a long time.,<b>かねて</b>から 予定[よてい]していた 長期[ちょうき] 休暇[きゅうか]を 取[と]った,予て,1
予期,よき,anticipation; expectation,,予期[よき],その試合は予期した通りの結果になった,The result of the match was as expected.,その 試合[しあい]は<b> 予期[よき]</b>した 通[とお]りの 結果[けっか]になった,予期,1
要約,ようやく,summary,,要約[ようやく],この記事の要約を書いてください,Please write a summary of this article.,この 記事[きじ]の<b> 要約[ようやく]</b>を 書[か]いてください,要約,0
解約,かいやく,dissolution of a contract,,解約[かいやく],彼はアパートを解約した,He cancelled the contract on the apartment.,彼[かれ]はアパートを<b> 解約[かいやく]</b>した,解約,0
トラブル,とらぶる,travel; trouble,,トラブル[とらぶる],思いがけないトラブルで出発が遅れてしまった,Departure is delayed due to unexpected trouble.,思[おも]いがけない<b>トラブル</b>で 出発[しゅっぱつ]が 遅[おく]れてしまった,トラブル,2
制約,せいやく,condition; restriction,,制約[せいやく],ビジネスにも色々な制約がつきまとう,Business comes with many restrictions.,ビジネスにも 色々[いろいろ]な<b> 制約[せいやく]</b>がつきまとう,制約,0
化石,かせき,fossil,,化石[かせき],この辺は貝の化石が多い,There are a lot of fossil seashells around here.,この 辺[へん]は 貝[かい]の<b> 化石[かせき]</b>が 多[おお]い,化石,0
合理化,ごうりか,rationalization,,合理化[ごうりか],作業の合理化を進めましょう,Let's rationalize the work.,作業[さぎょう]の<b> 合理[ごうり] 化[か]</b>を 進[すす]めましょう,合理化,0
半減,はんげん,50 percent reduction,,半減[はんげん],ショックで食欲が半減した,Her appetite halved with the shock.,ショックで 食欲[しょくよく]が<b> 半減[はんげん]</b>した,半減,0 3
乗用車,じょうようしゃ,automobile,,乗用車[じょうようしゃ],日本製の乗用車は人気があります,Japanese-made passenger cars are popular.,日本[にほん] 製[せい]の<b> 乗用車[じょうようしゃ]</b>は 人気[にんき]があります,乗用車,3
便乗,びんじょう,advantageous opportunity,,便乗[びんじょう],韓国ブームに便乗して韓国語を習い始めた,"Taking advantage of the boom in interest in South Korea, I started to learn Korean.",韓国[かんこく]ブームに<b> 便乗[びんじょう]</b>して 韓国[かんこく] 語[ご]を 習[なら]い 始[はじ]めた,便乗,0
下降,かこう,descent; subsidence,,下降[かこう],飛行機はまもなく下降し始めます,The airplane will begin to descend soon.,飛行機[ひこうき]はまもなく<b> 下降[かこう]</b>し 始[はじ]めます,下降,0
降水,こうすい,precipitation,,降水[こうすい],1時間で50ミリの降水がありました,50mm of rain fell in one hour.,1 時間[じかん]で 50ミリの<b> 降水[こうすい]</b>がありました,降水,
着手,ちゃくしゅ,commencement; start,,着手[ちゃくしゅ],わが社は来月新たな事業に着手します,Our company will start a new business next month.,わが 社[しゃ]は 来月[らいげつ] 新[あら]たな 事業[じぎょう]に<b> 着手[ちゃくしゅ]</b>します,着手,1
定着,ていちゃく,fastening; fixing,,定着[ていちゃく],ペットボトルや缶のリサイクルは定着したようだ,Recycling of plastic bottles and cans seems to be firmly established.,ペットボトルや 缶[かん]のリサイクルは<b> 定着[ていちゃく]</b>したようだ,定着,0
先着,せんちゃく,first to arrive,,先着[せんちゃく],先着30名様にサンプルを差し上げます,I will give a sample to the first 30 people.,<b>先着[せんちゃく]</b> 30 名[めい] 様[さま]にサンプルを 差し上[さしあ]げます,先着,0
脱出,だっしゅつ,escape; extrication,,脱出[だっしゅつ],彼は沈む船から脱出した,He escaped from the sinking ship.,彼[かれ]は 沈[しず]む 船[ふね]から<b> 脱出[だっしゅつ]</b>した,脱出,0
脱水,だっすい,dehydration,,脱水[だっすい],彼には脱水症状が見られます,He showed symptoms of dehydration.,彼[かれ]には<b> 脱水[だっすい]</b> 症状[しょうじょう]が 見[み]られます,脱水,0
国税,こくぜい,national tax,,国税[こくぜい],所得税は国税のひとつです,Income tax is one of the national taxes.,所得[しょとく] 税[ぜい]は<b> 国税[こくぜい]</b>のひとつです,国税,0
シングル,しんぐる,single; single room,,シングル[しんぐる],私のベッドはシングルです,I have a single bed.,私[わたし]のベッドは<b>シングル</b>です,シングル,1
立体,りったい,cube; solid,,立体[りったい],彼は立体的な絵が得意だ,He is good at drawing three-dimensional pictures.,彼[かれ]は<b> 立体[りったい]</b> 的[てき]な 絵[え]が 得意[とくい]だ,立体,0
立法,りっぽう,lawmaking; legislation,,立法[りっぽう],国会は立法機関です,The Diet is a lawmaking body.,国会[こっかい]は<b> 立法[りっぽう]</b> 機関[きかん]です,立法,
立ち読み,たちよみ,browsing,,立ち読み[たちよみ],立ち読みはしないでください,Don't stand reading the books.,<b>立ち読[たちよ]み</b>はしないでください,立ち読み,0
分立,ぶんりつ,separation,,分立[ぶんりつ],3つの小国が分立しました,The three small counties separated.,3つの 小国[しょうこく]が<b> 分立[ぶんりつ]</b>しました,分立,0
